Unit Name ,Fuel Type ,Month Unit in Service ,Year Unit in Service ,Dispatching ISO ,Dispatching ISO Zonal Location,Operating Capacity (Owner - GSC) (MW),Summer Capacity (Owner - GSC) (MW),Winter Capacity (Owner - GSC) (MW),Non-Fuel Variable O&M Costs per MWh (Owner) ($/MWh),Fuel Costs per MWh (Owner) ($/MWh),Variable Costs ($/MWh),Fixed O&M Costs per kW-Year (Owner) ($/kW-year)
University of Missouri - Colum ST GEN4,Coal,7,1988,MISO,Z5,13.4,13.3,13.4,9.84949,118.255901,128.105391,14.372759
University of Northern Iowa ST GEN1,Coal,11,1982,MISO,Z3,7.5,7.5,7.5,9.84949,27.683901,37.533391,14.372759
University of Notre Dame ST GEN1,Coal,6,1962,PJM,AEP,3,3,3,9.84949,14.521238,24.370728,14.372759
University of Notre Dame ST GEN2,Coal,7,1952,PJM,AEP,1.7,1.7,1.7,9.84949,14.52738,24.37687,14.372759
University of Notre Dame ST GEN5,Coal,9,1956,PJM,AEP,2,2,2,9.84949,15.777523,25.627013,14.372759
University of Notre Dame ST GEN6,Coal,2,1967,PJM,AEP,5,5,5,9.84949,15.776854,25.626344,14.372759
University of Notre Dame ST GEN7,Coal,3,2000,PJM,AEP,9.4,9.4,9.4,9.84949,15.774919,25.624409,14.372759
University Park Energy CT UPG1,Gas,6,2001,PJM,COMED,56,50,56,2.22364,29.168587,31.392227,3.465373
University Park Energy CT UPG2,Gas,6,2001,PJM,COMED,56,50,56,2.22364,29.201156,31.424796,3.465373
University Park Energy CT UPG3,Gas,6,2001,PJM,COMED,56,50,56,2.22364,29.161228,31.384868,3.465373
University Park Energy CT UPG4,Gas,6,2001,PJM,COMED,56,50,56,2.22364,29.063912,31.287552,3.465373
University Park Energy CT UPG5,Gas,6,2001,PJM,COMED,56,50,56,2.22364,29.191034,31.414674,3.465373
University Park Energy CT UPG6,Gas,7,2001,PJM,COMED,56,50,56,2.22364,29.179969,31.403609,3.465373
V H Braunig CT 5,Gas,12,2010,ERCOT,South,48,48,48,1.874172,27.568058,29.44223,3.412626
V H Braunig CT 6,Gas,12,2010,ERCOT,South,48,48,48,1.874172,27.804141,29.678313,3.412626
V H Braunig CT 7,Gas,12,2010,ERCOT,South,48,48,48,1.874172,28.094685,29.968857,3.412626
V H Braunig CT 8,Gas,12,2010,ERCOT,South,47,47,47,1.874172,28.409801,30.283973,3.412626
V H Braunig ST 1,Gas,3,1966,ERCOT,South,217,217,217,10.031426,30.653992,40.685418,12.245398
V H Braunig ST 2,Gas,4,1968,ERCOT,South,230,230,230,10.031426,32.352363,42.383789,12.245398
V H Braunig ST 3,Gas,5,1970,ERCOT,South,412,412,412,10.031426,30.160023,40.191449,12.245398
Vaca Dixon CT CPP1,Gas,6,2002,CAISO,NP-15,50.6,48,50.6,7.106811,41.258467,48.365278,5.073811
Valero Refinery ST PRU,Coal,9,1983,ERCOT,South,12,12,12,9.84949,31.327493,41.176983,17.577622
Valero Refinery ST TG1,Coal,11,1983,ERCOT,South,26.9,26.6,26.9,9.84949,27.683901,37.533391,17.577622
Valero Refinery ST TG2,Coal,11,1983,ERCOT,South,26.9,26.6,26.9,9.84949,27.683901,37.533391,17.577622
Van Sant Station CT 1,Gas,5,1991,PJM,DPL,48.7,45.2,48.7,12.92046,36.908916,49.829376,6.51632
Venice (IL) CT GT2,Gas,6,2002,MISO,Z4,58,48,58,7.575833,29.57217,37.148003,1.809174
Venice (IL) CT GT3,Gas,6,2005,MISO,Z4,192,168,192,7.575833,28.807927,36.38376,1.809174
Venice (IL) CT GT4,Gas,6,2005,MISO,Z4,192,168,192,7.575833,29.671726,37.247559,1.809174
Venice (IL) CT GT5,Gas,10,2005,MISO,Z4,125,103,125,7.575833,41.70448,49.280313,1.809174
Vermillion Generating CT1,Gas,6,2000,MISO,Z6,57.5,45,57.5,11.863463,31.953399,43.816862,1.686087
Vermillion Generating CT1,Gas,6,2000,MISO,Z6,34.5,27,34.5,11.863463,31.953399,43.816862,1.686087
Vermillion Generating CT2,Gas,6,2000,MISO,Z6,58.75,45,58.75,11.863463,32.671758,44.535221,1.686087
Vermillion Generating CT2,Gas,6,2000,MISO,Z6,35.25,27,35.25,11.863463,32.671758,44.535221,1.686087
Vermillion Generating CT3,Gas,6,2000,MISO,Z6,59.38,44.38,59.38,11.863463,31.838085,43.701548,1.686087
Vermillion Generating CT3,Gas,6,2000,MISO,Z6,35.63,26.63,35.63,11.863463,31.838085,43.701548,1.686087
Vermillion Generating CT4,Gas,6,2000,MISO,Z6,57.5,45.63,57.5,11.863463,33.021392,44.884855,1.686087
Vermillion Generating CT4,Gas,6,2000,MISO,Z6,34.5,27.38,34.5,11.863463,33.021392,44.884855,1.686087
Vermillion Generating CT5,Gas,6,2000,MISO,Z6,57.5,44.38,57.5,11.863463,33.13363,44.997093,1.686087
Vermillion Generating CT5,Gas,6,2000,MISO,Z6,34.5,26.63,34.5,11.863463,33.13363,44.997093,1.686087
Vermillion Generating CT6,Gas,6,2000,MISO,Z6,59.38,45,59.38,11.863463,32.73501,44.598473,1.686087
Vermillion Generating CT6,Gas,6,2000,MISO,Z6,35.63,27,35.63,11.863463,32.73501,44.598473,1.686087
Vermillion Generating CT7,Gas,6,2000,MISO,Z6,58.75,45,58.75,11.863463,32.638498,44.501961,1.686087
Vermillion Generating CT7,Gas,6,2000,MISO,Z6,35.25,27,35.25,11.863463,32.638498,44.501961,1.686087
Vermillion Generating CT8,Gas,6,2000,MISO,Z6,56.25,45.63,56.25,11.863463,32.935622,44.799085,1.686087
Vermillion Generating CT8,Gas,6,2000,MISO,Z6,33.75,27.38,33.75,11.863463,32.935622,44.799085,1.686087
Vernon Boulevard CT VG02,Gas,8,2001,New York,Zone J (NYC),40,40,40,2.732121,38.712548,41.444669,4.447419
Vernon Boulevard CT VG03,Gas,8,2001,New York,Zone J (NYC),39.9,39.9,39.9,2.732121,39.191041,41.923162,4.447419
Vestaburg CT 8,Gas,7,1972,MISO,Z7,25.5,18.5,25.5,232.285346,35.50458,267.789926,1.803569
Victoria (TX) CC 5,Gas,5,2009,ERCOT,South,132,125,132,1.581667,20.811067,22.392734,11.265762
Victoria (TX) CC 7,Gas,5,2009,ERCOT,South,171,160,171,1.581667,20.811067,22.392734,11.265762
Victoria Port (VictPort) CT VP-1,Gas,7,2019,ERCOT,South,50,50,50,4.076479,29.893255,33.969734,5.325971
Victoria Port (VictPort) CT VP-2,Gas,7,2019,ERCOT,South,50,50,50,4.076479,29.893255,33.969734,5.325971
Village Creek Wastewater Treat IC SD1,Gas,4,1994,ERCOT,North,0.9,0.9,0.9,15.141072,28.093509,43.234581,10.395876
Village Creek Wastewater Treat IC SD2,Gas,4,1994,ERCOT,North,0.9,0.9,0.9,15.141072,28.093509,43.234581,10.395876
Village of Oxford IC 2,Gas,8,1953,SPP,SPP,0.6,0.5,0.6,634.44791,35.892253,670.340163,0.662719
Village of Oxford IC 3,Gas,1,1956,SPP,SPP,0.9,0.8,0.9,634.44791,35.892253,670.340163,0.662719
Village of Oxford IC 4,Gas,1,1956,SPP,SPP,0.6,0.5,0.6,634.44791,35.892253,670.340163,0.662719
Village of Oxford IC 5,Gas,10,1972,SPP,SPP,1.3,1.2,1.3,634.44791,35.892255,670.340165,0.662719
Von Raesfeld CC CTG1,Gas,3,2005,CAISO,NP-15,50,50,50,1.591902,32.092535,33.684437,15.529378
Von Raesfeld CC CTG2,Gas,3,2005,CAISO,NP-15,50,50,50,1.591902,32.092535,33.684437,15.529378
Von Raesfeld CC STG,Gas,3,2005,CAISO,NP-15,47.8,47.8,47.8,1.591902,32.092535,33.684437,15.529378
W H Sammis ST 1,Coal,8,1959,PJM,ATSI,180,180,180,5.405841,58.650995,64.056836,28.541897
W H Sammis ST 2,Coal,7,1960,PJM,ATSI,180,180,180,5.405841,75.205172,80.611013,28.541897
W H Sammis ST 3,Coal,7,1961,PJM,ATSI,180,180,180,5.405841,40.846532,46.252373,28.541897
W H Sammis ST 4,Coal,11,1962,PJM,ATSI,180,180,180,5.405841,33.628056,39.033897,28.541897
W H Zimmer ST1,Coal,3,1991,PJM,DAYTON,1333,1305,1333,2.677006,21.262159,23.939165,28.681697
W.A. Parish ST 1,Gas,6,1958,ERCOT,Houston,169,169,169,8.522728,32.918427,41.441155,11.945488
W.A. Parish ST 2,Gas,12,1958,ERCOT,Houston,169,169,169,8.522728,37.873461,46.396189,11.945488
W.A. Parish ST 3,Gas,3,1961,ERCOT,Houston,273,273,273,8.522728,34.011768,42.534496,11.945488
W.A. Parish ST 4,Gas,6,1968,ERCOT,Houston,552,552,552,8.522728,33.486165,42.008893,11.945488
W.A. Parish ST 5,Coal,12,1977,ERCOT,Houston,659,659,659,2.654074,20.746398,23.400472,28.765217
W.A. Parish ST 6,Coal,12,1978,ERCOT,Houston,653,653,653,2.654074,21.515706,24.16978,28.765217
W.A. Parish ST 7,Coal,6,1980,ERCOT,Houston,577,577,577,2.654074,21.235116,23.88919,28.765217
W.A. Parish ST 8,Coal,12,1982,ERCOT,Houston,610,610,610,2.654074,21.188124,23.842198,28.765217
Wabash Valley Power IGCC CC 1A,Gas,11,1995,MISO,Z6,168,138,168,7.057674,24.275954,31.333628,65.14643
Wabash Valley Power IGCC CT A1,Gas,4,2017,MISO,Z6,160,160,160,40.276168,29.141335,69.417503,2.393027
Wahoo IC 1,Gas,9,1960,SPP,SPP,2.1,2.1,2.1,266.474699,25.604439,292.079138,9.142505
Wahoo IC 2,Gas,8,1936,SPP,SPP,0.4,0.4,0.4,266.474699,141.872443,408.347142,9.142505
Wahoo IC 3,Gas,8,1973,SPP,SPP,4.4,4.4,4.4,266.474699,25.604438,292.079137,9.142505
Wahoo IC 4,Gas,6,1947,SPP,SPP,1.1,1.1,1.1,266.474699,25.604439,292.079138,9.142505
Wahoo IC 5,Gas,9,1952,SPP,SPP,2.2,2.2,2.2,266.474699,25.604438,292.079137,9.142505
Wahoo IC 6,Gas,7,1969,SPP,SPP,3.4,3.4,3.4,266.474699,25.604438,292.079137,9.142505
Wakefield IC 2,Gas,1,1915,SPP,SPP,0.5,0.5,0.5,590.153748,25.036086,615.189834,0.662719
Wakefield IC 5,Gas,1,1966,SPP,SPP,1,1,1,590.153748,25.036086,615.189834,0.662719
Wakefield IC 6,Gas,1,1971,SPP,SPP,1.1,1.1,1.1,590.153748,25.036086,615.189834,0.662719
Wakefield IC4,Gas,1,1961,SPP,SPP,0.6,0.6,0.6,590.153748,25.036086,615.189834,0.662719
Wallingford Energy CTG1,Gas,10,2001,New England,Connecticut,48.4,42.3,48.4,3.187844,35.937598,39.125442,3.82712
Wallingford Energy CTG2,Gas,9,2001,New England,Connecticut,48.2,42.3,48.2,3.187844,36.814288,40.002132,3.82712
Wallingford Energy CTG3,Gas,8,2001,New England,Connecticut,47.8,42.3,47.8,3.187844,44.653144,47.840988,3.82712
Wallingford Energy CTG4,Gas,8,2001,New England,Connecticut,49,42.3,49,3.187844,35.720521,38.908365,3.82712
Wallingford Energy CTG5,Gas,8,2001,New England,Connecticut,49,42.3,49,3.187844,36.604372,39.792216,3.82712
Wallingford Energy CTG6,Gas,5,2018,New England,Connecticut,50,45,50,3.187844,37.112062,40.299906,3.82712
Wallingford Energy CTG7,Gas,5,2018,New England,Connecticut,50,45,50,3.187844,36.641151,39.828995,3.82712
Walnut Creek CT GT1,Gas,4,2013,CAISO,SP-15,43.65,43.65,43.65,1.953041,34.330785,36.283826,3.221416
Walnut Creek CT GT1,Gas,4,2013,CAISO,SP-15,53.35,53.35,53.35,1.953041,34.330785,36.283826,3.221416
Walnut Creek CT GT2,Gas,4,2013,CAISO,SP-15,43.65,43.65,43.65,1.953041,34.956893,36.909934,3.221416
Walnut Creek CT GT2,Gas,4,2013,CAISO,SP-15,53.35,53.35,53.35,1.953041,34.956893,36.909934,3.221416
Walnut Creek CT GT3,Gas,4,2013,CAISO,SP-15,43.65,43.65,43.65,1.953041,34.995163,36.948204,3.221416
Walnut Creek CT GT3,Gas,4,2013,CAISO,SP-15,53.35,53.35,53.35,1.953041,34.995163,36.948204,3.221416
Walnut Creek CT GT4,Gas,4,2013,CAISO,SP-15,43.65,43.65,43.65,1.953041,35.627289,37.58033,3.221416
Walnut Creek CT GT4,Gas,4,2013,CAISO,SP-15,53.35,53.35,53.35,1.953041,35.627289,37.58033,3.221416
Walnut Creek CT GT5,Gas,5,2013,CAISO,SP-15,43.65,43.65,43.65,1.953041,35.687765,37.640806,3.221416
Walnut Creek CT GT5,Gas,5,2013,CAISO,SP-15,53.35,53.35,53.35,1.953041,35.687765,37.640806,3.221416
Walter Scott ST 3,Coal,12,1978,MISO,Z3,53.98,53.98,53.98,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 3,Coal,12,1978,MISO,Z3,505.65,505.65,505.65,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 3,Coal,12,1978,MISO,Z3,17.69,17.69,17.69,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 3,Coal,12,1978,MISO,Z3,26.89,26.89,26.89,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 3,Coal,12,1978,MISO,Z3,81.36,81.36,81.36,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 3,Coal,12,1978,MISO,Z3,21.93,21.93,21.93,1.513994,15.802162,17.316156,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,439.1,439.1,439.1,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,46.83,46.83,46.83,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,1.14,1.14,1.14,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,3.26,3.26,3.26,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,1.14,1.14,1.14,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,9.29,9.29,9.29,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,4.56,4.56,4.56,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,1.14,1.14,1.14,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,56.36,56.36,56.36,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,3.42,3.42,3.42,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,103.12,103.12,103.12,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,4.32,4.32,4.32,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,45.61,45.61,45.61,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,77.78,77.78,77.78,1.513994,13.978874,15.492868,22.674875
Walter Scott ST 4,Coal,6,2007,MISO,Z3,17.43,17.43,17.43,1.513994,13.978874,15.492868,22.674875
Wamego IC 1,Gas,9,1963,SPP,SPP,1.3,1.3,1.3,15.141072,28.096024,43.237096,10.395876
Wamego IC 10,Gas,2,2016,SPP,SPP,3.2,2.9,3.2,15.141072,28.096024,43.237096,10.395876
Wamego IC 3,Gas,6,1972,SPP,SPP,1.3,1.3,1.3,15.141072,28.096024,43.237096,10.395876
Wamego IC 4,Gas,8,1956,SPP,SPP,1.1,1.1,1.1,15.141072,28.096024,43.237096,10.395876
Wamego IC 5,Gas,1,1967,SPP,SPP,2,1.8,2,15.141072,28.096024,43.237096,10.395876
Wamego IC 6,Gas,8,1979,SPP,SPP,2.4,2.2,2.4,15.141072,28.096024,43.237096,10.395876
Wamego IC 7,Gas,6,1996,SPP,SPP,1.3,1.3,1.3,15.141072,28.096024,43.237096,10.395876
Wamego IC 8,Gas,6,1996,SPP,SPP,1.3,1.3,1.3,15.141072,28.096024,43.237096,10.395876
Wamego IC 9,Gas,6,1996,SPP,SPP,1.3,1.3,1.3,15.141072,28.096024,43.237096,10.395876
Warren County CC CT01,Gas,12,2014,PJM,APS,297.5,297.5,297.5,0.545163,15.999088,16.544251,11.153151
Warren County CC CT02,Gas,12,2014,PJM,APS,297.5,297.5,297.5,0.545163,15.999088,16.544251,11.153151
Warren County CC CT03,Gas,12,2014,PJM,APS,297.5,297.5,297.5,0.545163,15.999088,16.544251,11.153151
Warren County CC ST01,Gas,12,2014,PJM,APS,579.7,579.7,579.7,0.545163,15.999088,16.544251,11.153151
Warren CT 3,Gas,9,1972,PJM,PENLC,57,46,57,8.47494,34.531409,43.006349,8.045989
Warren F Beasley Peaker CT 001,Gas,4,2002,PJM,DPL,48,48,48,4.696343,30.476661,35.173004,4.147661
Warren F Beasley Peaker CT 002,Gas,11,2012,PJM,DPL,50,50,50,4.696343,31.528052,36.224395,4.147661
Warrick ST 1,Coal,4,1960,MISO,Z6,153.5,153.5,150.5,3.068541,22.167628,25.236169,27.442084
Warrick ST 2,Coal,1,1964,MISO,Z6,149,146,149,3.068541,22.344889,25.41343,27.442084
Warrick ST 3,Coal,10,1965,MISO,Z6,152,149,152,3.068541,22.093832,25.162373,27.442084
Warrick ST 4,Coal,10,1970,MISO,Z6,147.55,147.55,147.55,3.068541,21.224052,24.292593,27.442084
Warrick ST 4,Coal,10,1970,MISO,Z6,147.55,147.55,147.55,3.068541,21.224052,24.292593,27.442084
Warrior Run Cogen ST GEN1,Coal,2,2000,PJM,APS,180,180,180,3.008601,21.518509,24.52711,26.951067
Washington Generating Facility CC CT1,Gas,6,2002,PJM,AEP,188,179,188,0.808129,17.397608,18.205737,10.798853
Washington Generating Facility CC CT2,Gas,6,2002,PJM,AEP,188,179,188,0.808129,17.397608,18.205737,10.798853
Washington Generating Facility CC ST1,Gas,6,2002,PJM,AEP,310,303,310,0.808129,17.397608,18.205737,10.798853
Watchtower Educational Center IC GEN1,Gas,2,1996,New York,Zone G (Hudson Valley),0.7,0.7,0.7,15.141072,36.253719,51.394791,10.395876
Watchtower Educational Center IC GEN2,Gas,6,1993,New York,Zone G (Hudson Valley),0.7,0.7,0.7,20.917832,155.678144,176.595976,10.67096
Watchtower Educational Center IC GEN3,Gas,2,2000,New York,Zone G (Hudson Valley),0.7,0.7,0.7,15.141072,36.253719,51.394791,10.395876
Waterbury Power CT 10,Gas,6,2009,New England,Connecticut,98,93.1,98,7.277408,32.362344,39.639752,3.703993
Waterbury Power CT 10,Gas,6,2009,New England,Connecticut,0.7,0.67,0.7,7.277408,32.362344,39.639752,3.703993
Waterbury Power CT 10,Gas,6,2009,New England,Connecticut,1.3,1.24,1.3,7.277408,32.362344,39.639752,3.703993
Waterford 1 & 2 ST 1,Gas,7,1975,MISO,Z9,411,411,410.6,2.468297,28.826786,31.295083,12.792231
Waterford 1 & 2 ST 2,Gas,10,1975,MISO,Z9,427.5,427.5,421.2,2.468297,27.934065,30.402362,12.792231
Waterford Energy Facility CC CTG1,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC CTG1,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC CTG2,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC CTG2,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC CTG3,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC CTG3,Gas,8,2003,PJM,AEP,95,84,95,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC ST1,Gas,8,2003,PJM,AEP,195,181,195,0.770045,17.148624,17.918669,10.235388
Waterford Energy Facility CC ST1,Gas,8,2003,PJM,AEP,195,181,195,0.770045,17.148624,17.918669,10.235388
Waters River CT 1,Gas,12,1971,New England,NEMA,22.1,16.1,22.1,27.432142,38.10978,65.541922,7.350662
Waters River CT 2,Gas,11,1990,New England,NEMA,45.8,30.5,45.8,27.432142,38.277023,65.709165,7.350662
Watkins Manufacturing Co. IC GEN1,Gas,11,2001,CAISO,SP-15,1,1,1,13.814162,71.100213,84.914375,5.080034
Watkins Manufacturing Co. IC GEN2,Gas,11,2001,CAISO,SP-15,1,1,1,13.814162,71.100213,84.914375,5.080034
Waukegan ST 7,Coal,6,1958,PJM,COMED,328,328,328,5.815826,22.695361,28.511187,27.231399
Waukegan ST 8,Coal,7,1962,PJM,COMED,361,361,361,5.815826,23.228787,29.044613,27.231399
Wausau Paper Middletown ST G3,Coal,4,1986,PJM,DEOK,7.5,7.5,7.5,9.84949,33.83959,43.68908,14.372759
Waynoka Gas Processing Plant IC G1,Gas,7,2006,SPP,SPP,1.3,1.3,1.3,12.132007,23.763729,35.895736,13.997381
Waynoka Gas Processing Plant IC G2,Gas,7,2006,SPP,SPP,1.3,1.3,1.3,12.132007,23.763729,35.895736,13.997381
Waynoka Gas Processing Plant IC G3,Gas,7,2006,SPP,SPP,1.3,1.3,1.3,12.132007,23.763729,35.895736,13.997381
Weleetka CT 4,Gas,7,1975,SPP,SPP,66,55,66,9.324682,47.044798,56.36948,1.446388
Weleetka CT 5,Gas,9,1976,SPP,SPP,66,53,66,9.324682,43.778585,53.103267,1.446388
Wellhead Power Delano CT GEN1,Gas,1,2013,CAISO,SP-15,48.5,35,48.5,11.631241,42.404915,54.036156,3.783278
Wellington City CT 6,Gas,1,1989,SPP,SPP,21,21,21,31.058733,33.92164,64.980373,11.521528
Wellington Municipal ST 4,Gas,8,1972,SPP,SPP,19.5,19.5,19.5,41.103521,50.52643,91.629951,26.183304
Wells Manufacturing Company IC 1A,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Wells Manufacturing Company IC 1B,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Wells Manufacturing Company IC 2A,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Wells Manufacturing Company IC 2B,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Wells Manufacturing Company IC 3A,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Wells Manufacturing Company IC 3B,Gas,4,1992,PJM,COMED,1,0.9,1,71.849683,261.637636,333.487319,11.906417
Welsh ST 1,Coal,3,1977,SPP,SPP,528,528,528,2.421251,21.074439,23.49569,16.293531
Welsh ST 3,Coal,3,1982,SPP,SPP,528,528,528,2.421251,20.947456,23.368707,16.293531
West 14th Street CT GT1,Gas,8,1962,SPP,SPP,11.2,11.1,11.2,103.855394,53.285907,157.141301,14.967474
West 41st Street CT 1,Gas,3,1970,PJM,ATSI,18,16,18,271.635197,31.960297,303.595494,11.233165
West 41st Street CT 2,Gas,3,1970,PJM,ATSI,18,16,18,271.635197,31.960297,303.595494,11.233165
West Coxsackie CT GT1,Gas,12,1969,New York,Zone G (Hudson Valley),23.7,19.6,23.7,136.064194,45.151742,181.215936,14.967474
West Deptford CC E101,Gas,12,2014,PJM,PS,40.27,37.89,40.27,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,40.27,37.89,40.27,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,40.96,38.54,40.96,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,25.54,24.03,25.54,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,26.69,25.11,26.69,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,23.01,21.65,23.01,0.821746,18.864047,19.685793,9.473933
West Deptford CC E101,Gas,12,2014,PJM,PS,33.36,31.39,33.36,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,40.27,37.89,40.27,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,40.27,37.89,40.27,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,40.96,38.54,40.96,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,25.54,24.03,25.54,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,26.69,25.11,26.69,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,23.01,21.65,23.01,0.821746,18.864047,19.685793,9.473933
West Deptford CC E102,Gas,12,2014,PJM,PS,33.36,31.39,33.36,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,53.53,53.53,53.31,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,53.53,53.53,53.31,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,54.45,54.45,54.22,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,33.95,33.95,33.81,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,35.48,35.48,35.33,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,30.59,30.59,30.46,0.821746,18.864047,19.685793,9.473933
West Deptford CC STG1,Gas,12,2014,PJM,PS,44.36,44.36,44.17,0.821746,18.864047,19.685793,9.473933
West Gardner CT 1,Gas,6,2003,SPP,SPP,79.5,79.5,79.5,6.471459,34.73023,41.201689,1.954136
West Gardner CT 2,Gas,6,2003,SPP,SPP,78.6,78.6,78.6,6.471459,34.230031,40.70149,1.954136
West Gardner CT 3,Gas,6,2003,SPP,SPP,77.3,77.3,77.3,6.471459,35.19621,41.667669,1.954136
West Gardner CT 4,Gas,6,2003,SPP,SPP,77.5,77.5,77.5,6.471459,35.388601,41.86006,1.954136
West Lorain CT 1A,Gas,6,1973,PJM,ATSI,60,57,60,16.000337,437.139172,453.139509,3.658993
West Lorain CT 1B,Gas,6,1973,PJM,ATSI,60,57,60,16.000337,454.661647,470.661984,3.658993
West Lorain CT 2,Gas,7,2001,PJM,ATSI,85,85,85,16.000337,33.033007,49.033344,3.658993
West Lorain CT 3,Gas,7,2001,PJM,ATSI,85,85,85,16.000337,32.748136,48.748473,3.658993
West Lorain CT 4,Gas,7,2001,PJM,ATSI,85,85,85,16.000337,38.3316,54.331937,3.658993
West Lorain CT 5,Gas,7,2001,PJM,ATSI,85,85,85,16.000337,32.757934,48.758271,3.658993
West Lorain CT 6,Gas,7,2001,PJM,ATSI,85,85,85,16.000337,32.013667,48.014004,3.658993
West Marinette CT 31,Gas,6,1971,MISO,Z2,48,38.6,48,1.992056,44.328965,46.321021,2.511202
West Marinette CT 32,Gas,4,1973,MISO,Z2,46.1,37.1,46.1,1.992056,41.475795,43.467851,2.511202
West Marinette CT 33,Gas,5,1993,MISO,Z2,104.7,82.9,104.7,1.992056,34.595643,36.587699,2.511202
West Medway II CT 4,Gas,3,2019,New England,NEMA,100,100,100,4.076479,41.943965,46.020444,5.325971
West Medway II CT 5,Gas,5,2019,New England,NEMA,100,100,100,4.076479,41.943965,46.020444,5.325971
West Plains Peaking CT UNIT1,Gas,5,2014,MISO,Z5,24.5,21,24.5,126.258897,29.844367,156.103264,3.653323
West Plains Peaking CT UNIT2,Gas,5,2014,MISO,Z5,24.5,21,24.5,126.258897,29.844367,156.103264,3.653323
